Customer_Text,Sentiment
no electricity since 1 hour at rani jhansi road market the customer support is saying it will take 2 more hours to restore are we living is some village of jharkhandeven they will not have 3 hour power cuts in this extreme hot humid weather tajinderbagga,1
dear bsesdelhi i am arvind k calling on your customer care regarding to know that what is the other charges which have add on my bill with ca no 151142037 they have no reply to describe and giving the excuses that there is the server issue can you please look on this,0
only partial area repaired and kindly arrange person in day time not mid night so that the person not parked vehicle,1
my electricity bill ca no 100082693 had again started a double bill due to the checkpilot meter my meter 17134625 brunt reading was 27 a new meter17134625 reading is 8606 so total reading is 8633 but they provide me with a bill for reading 14070 including reading of pilotcheck meter 17163016 reading 5437 as well as also adding mdi 55 kva to 111kva which was totally wrong the same problem also came in 2022 2023 please do it correctly asap,0
again el3ctricity gone at than singh nagar anand parbat,1
no electricity in the area from past 1 hour complaint has been registered but the issue still persists ca number 100551666 please take action immediately,0
no electricity in karawal nagar area ca 101431568,1
no current in yamuna vihar since last 25 hours ca no 151460659please help,1
any update please adjust it to my office ca number that is 101081141,1
hello sirmadam my request for name change of connection has been rejected req no 008006497746 kindly tell me why it is rejected contact no 9968398314 c a no 151795905,1
order number 8006466107 nametulsi is nam se meeter apply kiya gya tha temporary connection lakin hmara ye connection lg nhi paya or aaj hame 20 days complete ho chuka h isme side verification ka issue aaya tha but fr side verification nhi huaa or na hi hmare problem ko solve kiya ja rha h ab isko one moth complete hone vala h but koi action nhi liya gya is order ko check kijiye or hmare meeter ko jald se jald lgvaiye,1
you havent reached me out yet,1
your info is wrong the last on phone merely told me to go to mcd when i refused she said we will look into the matter so the matter of no lighting street lamps is still very open,0
are you waiting for the accident to occur already address sent,1
,1
there cannot be a more vicious blatant lie that the bypl is dishing out on its twitter handle in furtherance of its sinister purposes of duping the consumers till date neither bypl has replied to the representation dt 182023 nor anybody ever contacted me via the phone,0
no,1
im telling you that my problem is not solved please understand i have made payment to the wrong ca number and by your customer care executive i was given the phone number of the owner of that wrong ca number when i contacted him to request refund he denied to refund me,0
i was phone 2 times but there is no response,1
this seems to be a wrong bill given the consumption wasnt done as per this billing amount onam shocked by the amount charged since hardly used electricity this chargeable month need rectification asap else wont pay,0
no street lights in nirman vihar east delhi 110092 from 3 days complaint lodged but no action till now every time when contact with customer care they say team is on the way team is working no solution bsesdelhi mcddelhi,0
,1
arvindkejriwal atishiaap ltgovdelhi there is frequent power outage at sushila mohan marg adjacent areas in delhi06 despite repeated complaints no action was taken and all the department should be ashamed of this tatapowerddl bsesdelhi no resolution,1
street lights were not working from ambedkar park towards jalebi chowk kalyanpuri why street lights were not started start all street lights immediately,1
i was applied for new connection vide order no onkwr2308230272 on 230823 however till date no action being taken by the bypl,1
dear bsesdelhi no changes is appliances in last 2 years or more but power consumption is getting increased month by month kindly do the needful at earliest i have received huge amount of bill in this month ca number is 101422112 mobile no is 8851006471 thank you,1
any action taken till now,1
really appreciate the time taken by the person in discussing my issue but i also made this clear that i need the truthful info related to my may 2022 application cancellation in writing which ive not received till date if wrong info was shared in writing why not the truth,1
no electricity in sonia vihar delhi in this sultry weather from last an hour kindly look into the matter ca 101409744 phone 7068322755,1
nothing happened only supporting co worker making excuses,1
ca no 150315087 ca no 150315987 090823 rs 1500 240823 patel nagar new delhi id sir 1012 rs 1500 period,1
send bill copy ca number 100454876,1
there is no electricity supply in our area ca number 152588583,1
thats the condition of the electricity provided by bses at night that we cannot even sleep peacefully kindly look into it ca number 153382756 ashok nagar street no 7 delhi 93,1
